g_del_cd,g_len,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
o9956,2.4460786886568,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,3.0,,,,
o6362,3.7558781659164,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,5.0,
o7036,1.9509667254698,,,,,,,2.0,,,,2.0,,,,3.0,,,,,,,,,,,3.0,,
o5747,0.50705462831538,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
o8495_b,5.6363047967414,,,,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,4.0,,,,,,3.0,
o8943,1.8437737888236,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,
1.5.e-1595-010,0.52633703909479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8044,4.182673891535,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,
o3930,1.0613928318133,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o8147_x,2.9629324677255,,,,,,,,,,,4.0,,4.0,,,5.0,,,4.0,,,,,,,,3.0,
o8443_x,7.1502800073111,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,3.0,2.0,,,,,3.0,,
o6613,1.2450505842948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6080,4.1752753060306,,,,,3.0,,,,,,3.0,,,,,,,,,4.0,4.0,,,,,,4.0,
o8622_b,8.5157556888266,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,2.0,4.0,,,,,,5.0,
o7955_a,1.7805561515932,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
o5143,1.1672177695716,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,
o3994_d,9.9790935206825,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,
o8281,5.6433387757626,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,3.0,,3.0,,3.0,4.0,,,3.0,,,3.0
o5936,1.7339548912025,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,4.0,,,,,,,5.0,,
o4734_x,3.0872441222206,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,
o7255_x,2.9816177229493,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0
o8006,7.5543838969152,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,
o1467,11.165431366484,,,,,,,,2.0,2.0,3.0,2.0,2.0,,,,,2.0,,,,,2.0,,,,,,2.0
o10251_a,3.0400258982447,4.0,,,,4.0,,,,,,5.0,,5.0,,,,,,5.0,,,,,,,,5.0,
o6757_y,3.2664771248361,,,3.0,,,,,,4.0,,,,4.0,,,3.0,,,,,,,,,5.0,,,5.0
o6122,1.3321598163244,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o6396,0.5117006550285,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
o9055_x,1.6188188509523,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,
o5441,3.5663357890659,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,
o5407_x,2.2152504843825,,,,,,,3.0,,,,,3.0,,,,,,,,,,,4.0,,,,,4.0
rib_1.10.03631,0.67324363055239,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
o8543_b,2.5431233980795,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,2.0
o3710,1.1653008511229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5365_x,2.7823352546634,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,
o8558,2.612185122038,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
o6706_x,5.9299943133217,,,,2.0,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,
o4112_y,2.980108265843,,4.0,,,,,3.0,,3.0,,,3.0,,4.0,,,,,,,,,,,,2.0,,
1.5.c-0470-020,1.2873958577023,,,,,,,3.0,4.0,4.0,4.0,4.0,3.0,,,,4.0,,,,,4.0,,,,,,4.0,
o7163,1.1063323544673,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,
o8734_b,3.1535498554248,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,5.0
o10476,3.3627794327956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5770,3.0059394574142,,,,,,,,,3.0,,,,,,,,,,3.0,3.0,,,,,,3.0,,
o3764,1.6151345334358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10317_x,2.9391506260584,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
1.5.b-0580-010,0.74752614388576,,,,,,,,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,2.0,,,,
o5498,3.5768102358418,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,4.0
o5698_x,2.3992371080477,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,
o8120_x,4.6981788956911,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,4.0,
o8492_c,5.6752257156952,4.0,4.0,4.0,4.0,,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,,,,,,4.0,,,,,,3.0
o5884,1.0104487261944,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
o10216,6.4757165782869,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
o9863_y,2.249770636208,,,,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,4.0,,,,,,4.0,
o4250,1.2595896899528,,,,,,,,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,,4.0,,,,,,4.0,,
o3765_a_y,5.5709130932712,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
o3959,1.5629138837298,,,3.0,2.0,3.0,1.0,,,3.0,2.0,,,2.0,,,,,,,,,3.0,,,,,3.0,
o5243_g,2.543863917552,,,,,,,,,,,,,,,,5.0,4.0,4.0,,,4.0,,,,,,5.0,
o7185_b,1.0760654100414,,3.0,,,,,,,3.0,,,,3.0,,,,,,,,,,4.0,,,,,2.0
o6067,3.5849262387697,,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,4.0,,,,,,,4.0
ode_1.13_486,3.1817251786518,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
nyk_2.5_9,1.0049585854753,,2.0,,2.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,
ros_2.4_04960,0.4757133181123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o1513_a,4.1878951349577,,,,,,,2.0,,,,3.0,,,2.0,,,,,,,,,,,,,,2.0
o5876,1.2641348505303,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
o8359_a_x,4.1859010632321,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,
o7745,4.137648752624,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
o7816,1.3737852760885,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
t23,0.45170449859284,,,,,,,,,,3.0,,,3.0,,,,,,,,3.0,,,,,,4.0,
rib_1.8.01061n2,0.23910027718415,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o8671_a,2.7176853489719,4.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
o3835,1.3406319376825,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,
o3943,2.4607871460902,,,,2.0,,,,3.0,3.0,3.0,3.0,3.0,,3.0,,,,4.0,,,,,4.0,,,,,
o6494,2.6232493482096,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,4.0
o8003_d,8.8816462673244,,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,4.0,,,,3.0,,,,,3.0
t152,0.29279912866507,4.0,,,,,,,,4.0,,4.0,,4.0,,,,,,,,,,,,,,,4.0
o6871_y,5.2689417167443,,2.0,3.0,3.0,,,,,2.0,,,,,3.0,,4.0,,,,4.0,,,,4.0,,,,
o8957_j,3.8762313773573,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,4.0
o7800,1.7456848990479,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,
o8379_c_x,6.3597535707833,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,3.0,
o8236_o,3.8660746544223,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,3.0,
o8625b,4.0871051406136,,,,,,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,4.0,
o3012,2.6903054395496,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,
o4542,1.8647134076129,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0
o7728,8.8043982922536,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,
o7155,0.96236650426229,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,
ros_2.3_02220,1.4063826979437,,,,,4.0,,,,4.0,,4.0,,,4.0,4.0,,4.0,,4.0,,,,,,4.0,,,
o4821_x,3.4505386306018,,,2.0,,,,2.0,,2.0,3.0,2.0,,3.0,,3.0,,3.0,,2.0,,3.0,3.0,,,2.0,,2.0,
rin_1.2_00448,1.4984332419706,2.0,2.0,2.0,,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,4.0,,,3.0
o8873,4.2362548277377,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,,4.0,
o6998_x,3.3396165187044,,,,,,,4.0,,,,3.0,,,,3.0,4.0,,,,4.0,,,,,,,4.0,
o5457,4.7568172603394,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,,3.0,,5.0,,,,,5.0,
o6356,1.3848550702361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4530_a,1.8718707223905,,,,,,,,,,,,,,,,3.0,,4.0,3.0,,3.0,,,3.0,,,4.0,3.0
ros_2.2_07360,0.39632743573226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10498,2.7852495901837,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,
o8063,3.6264056778246,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,
o6210,1.7943563560283,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,
o5131,3.1788850132437,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,
o6499,2.0878096564623,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,3.0,
o6484,1.7543389591851,,,,,4.0,,,,4.0,,4.0,,4.0,,,,,,,,,,,,,,,5.0
o8335_c,5.7069383589988,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,,4.0,,,,4.0,,4.0,,,4.0,
o7220,0.76948665245243,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
o5998_x,4.089069442797,,,,,3.0,,,3.0,3.0,4.0,3.0,3.0,,3.0,,,,,,,,,,,,,,
o7923_d,2.5765789690739,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,
o10332,0.75694450098646,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,
t456,0.29525042413737,,,,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,
o8371_d,3.3044681066443,,,,,2.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,,,3.0,,,3.0,,3.0
o6113,2.497051351487,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,,,,,,2.0,,,,,,,
1.6.c-0240-010,0.39422621932986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4372,1.156592539496,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o4710,2.8785664604527,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0
o6114,1.5842165678297,,,,,4.0,,,,,,3.0,,,,,,,,,,,,4.0,,,,,4.0
o5444,0.54748218026656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6307,2.6401837034079,,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,,3.0,,,,,,4.0,,,,,,4.0,,
o4484_x_y,2.5613234005747,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o7324,1.3911372405999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8957_h,1.000743561773,,,,,,,,,3.0,4.0,3.0,3.0,4.0,,4.0,,3.0,,3.0,,,3.0,,,3.0,,3.0,
rib_1.11.02846,2.4679438996606,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,3.0,
o8266_b,4.6167310866591,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,5.0
o4430_y,3.4378457011747,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
o9050,1.67930552331,,,,,,,,,3.0,2.0,,,,2.0,,,,,,,,,,,,3.0,,
o8000,0.79659330565755,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,
o8179_c,3.9511281315859,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
o3319_a,1.7877155108923,,,,,2.0,,,2.0,2.0,1.0,2.0,2.0,,2.0,,,,,,,3.0,,,,,,2.0,2.0
o6676,0.68003986189515,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
o8345_y,5.4482505603063,,,,,,,,3.0,2.0,2.0,2.0,2.0,,3.0,,3.0,3.0,,,2.0,2.0,,,,,,3.0,
o7660,2.0190357879352,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
o3961_c,2.6467506430322,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0
o8808_b,7.6458617467916,,,,,,,3.0,,,,3.0,,,,3.0,,,,,,3.0,,,,,,3.0,3.0
o3607,1.8941341795617,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,4.0,
ode_1.12_3619,0.11295366660305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10356_x,7.7740748617605,,,,,,,,,,,4.0,,2.0,,,,,,,,,3.0,,,,,3.0,
o7106_x,2.541023806474,,3.0,,,,,,,3.0,,,,2.0,,,,,,,,3.0,,,,,,3.0,
o2984,3.9648504441726,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,,,,2.0,,,,,,3.0,,,,,2.0,
o3904_b,3.1154619524575,,,,,,,3.0,,3.0,3.0,3.0,3.0,,2.0,,,3.0,,3.0,,4.0,,,,,,5.0,
o3483_x,2.5872337270816,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,4.0
o6296,2.7143676900171,,,,2.0,,,,,,1.0,,,,,,,,3.0,,,,,,,,4.0,,
o8475_x,5.0012176747822,,,,,,,,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,5.0
o5160,1.2654920607791,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,5.0
o6377,1.708903886369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8817_a,3.4302579595247,,,3.0,,,,,,,3.0,,,,3.0,,,,,,3.0,,,,,,3.0,,
o6573,0.63078361043871,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,3.0,
o3394_x,1.6518270331671,,,,,,,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,5.0,,4.0,
o8456,1.6945807349573,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0
o8092,3.7569945228775,,,,,,,,,,2.0,,,3.0,,,,,,,,,2.0,,,,,3.0,
o6987,0.70312387433678,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,4.0
o8877_h,1.1672333435301,,,,,,,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,3.0
o3657,0.49948258562526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aal1.1.0561,2.3400956574718,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
o5730,1.810116307643,,,,,,,,3.0,,,2.0,,3.0,,,,3.0,,,,,,,3.0,,,,3.0
o6094_x,3.7524349243411,,4.0,,4.0,,,,,,,4.0,,,,,,,,,,,4.0,,,,,5.0,
o8024,6.0989235201384,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,3.0,,
o8817_d,1.7512290546075,,,3.0,,,,,,,3.0,,,,3.0,,3.0,,,,,,3.0,,,,,,3.0
aal1.2.2267n2,0.9379281561472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8934,9.8955038212618,,,,,,,,3.0,3.0,3.0,,3.0,,,,,,3.0,,,,3.0,,3.0,,,,3.0
o8417,2.9718238303598,,,,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,,3.0,,,3.0,,3.0,2.0
o7465,3.3788218909266,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0
o7134_x,2.98220754681,,,,,,,3.0,,,,3.0,,,,3.0,,,,,,,,,,,4.0,,
o6698,1.5774588693939,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o8679_c,3.5220220780543,,,2.0,,,,3.0,,,,,,3.0,,,,,,,,,4.0,,,,,4.0,
o8684_x,5.4560749211139,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
o5627,3.430136562576,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0
o5252,3.4915599995461,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
o4906,0.51841083583868,,,,4.0,,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,,,,4.0,,
o2961,1.6956635158225,,2.0,2.0,2.0,2.0,2.0,,,3.0,2.0,,,2.0,,,,,,,,,2.0,2.0,,,,,2.0
o8762_x,3.270563841798,,,,3.0,,,,,,,,,4.0,,,,,,,,,4.0,,,,,4.0,
o7148,1.4866349916509,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
o7054,1.3636753084065,3.0,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,
ros_2.1_09200,0.39034807776997,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
o8862,2.9650807928159,,,,,,,,3.0,2.0,3.0,3.0,3.0,,,,,,2.0,,,,3.0,,,,,,3.0
1.6.c-0230-020,0.28873277310716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10368,1.105127518247,,5.0,5.0,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,,,,,,5.0,,,,,,5.0,,,
o6603,2.9371448105665,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,
o7945_c,4.2529816153422,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o7707,2.3689113802888,,,,,,,,3.0,,,,2.0,,,,3.0,,,,,,,,,,4.0,,
o8146,5.5294950009217,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0
o8707,1.1541564936701,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
o10227,3.5688022915621,4.0,,,,,4.0,,,,,,3.0,,,,,,5.0,,,,,,,,,,
o6943,1.3848856784934,,,,,,,4.0,,,,3.0,,,,4.0,3.0,,,,,,,,,,4.0,,
o8535_a,1.8436591171446,,,,,3.0,,,,3.0,,3.0,,,3.0,,,,,,,2.0,,,,,,3.0,
o7315,2.0353836352829,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o8795,2.2129561097271,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
o8975,5.6227518896349,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,5.0,,,,,5.0,,,,,,5.0
o7503,0.6271186720502,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0
ros_2.3_02660,1.0441122523672,,,,,3.0,,,,3.0,,2.0,,,2.0,,,,,,,,,,,,,,
o7337_x,2.8209099056679,,,,,,,,3.0,,,,2.0,,,,3.0,,,,,,,,,,4.0,,
o7792,1.7466106210253,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,
o8870,1.2223748076124,,,,,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,2.0
o7955_d,6.5723700909012,,,,,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,
o8100,1.6883921524438,,,,,,,,3.0,4.0,3.0,3.0,3.0,,,,,,,,,3.0,,,,,,3.0,
o3886,2.0721471621195,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,3.0,
o10277,0.74855029156292,,,,,,,4.0,,,4.0,,,,,5.0,,,,,,,,,,,5.0,,
o8965,3.1395675806235,,,,,,,,4.0,5.0,4.0,5.0,4.0,,,5.0,,,,,4.0,,,,,,5.0,,
o514,0.87650517151257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6.c-0500-010,0.7957130146678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8398_b,3.1603667099294,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,
o7536,1.2591026119715,,,,,,,,1.0,,,,3.0,,,,,,,,,,,3.0,,,,,3.0
o8808,3.386085522954,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,3.0
o7224,2.8719454879238,,,,,,3.0,,,,2.0,,,,3.0,,,,,,3.0,,,,,,4.0,,
o1463,4.7921665946097,,,,,,,,,,,,,,2.0,,2.0,,,3.0,,2.0,,1.0,,,,2.0,
o8422_b,5.5839359493163,,2.0,,,,,,,,3.0,,3.0,,3.0,,,,,,,,,,,2.0,,,3.0
o5135,3.0499678504737,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,
o7972,7.3907615352414,,,,,,,,,3.0,3.0,3.0,3.0,,3.0,,,,3.0,,,,,,4.0,,,4.0,4.0
o8179_a,1.224315287933,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
o6521,2.9614170052247,,,,3.0,,,,,,,,,3.0,,,,,,,,4.0,,,,,,3.0,
o8379_d,3.9437885504858,,,,,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,4.0,,,,,,,4.0,
o8283_b,0.70853518855488,,,,1.0,,,,,,2.0,,2.0,,2.0,,3.0,,,,,,,,,3.0,,,3.0
o9117_x,1.3024886302439,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,4.0
o8181_y,1.6540562998686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7070,1.9781760289758,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0
o7302,0.78846639427729,,,,,,,2.0,,,,3.0,,,,3.0,,,,,,,,,,,4.0,,
o8123,4.1595139173034,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,3.0,
o7914,4.0228904662649,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,3.0,
o5877,0.85022730015421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o1473,1.1828046723729,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,1.0
o5479,1.4669598372113,,,,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,
o8905_d,3.441717770338,,,,,,,,,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,4.0,,,3.0,,4.0
o3002_a,1.1694164708465,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0
ros_2.3_00180,0.54418373620656,,,,,3.0,,,,2.0,,3.0,,,3.0,,,,,,3.0,,,,,,,,
o6176,4.2864833581533,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
o8948_d,0.46174720814087,,,,,,,,,2.0,2.0,,,3.0,,,,,,,,,,,,,,2.0,
o7569,0.86167363544708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8878,8.9632885364361,2.0,3.0,2.0,2.0,,3.0,,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,,3.0,
o6715,2.9479331190513,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,
o7187,1.1014145372661,,,,,,1.0,,,,2.0,,,,2.0,,,,,,,2.0,,,,,,4.0,
o8783_x,3.1733999149688,,,,,,,3.0,,,,3.0,,,,4.0,,3.0,,,,,,,,4.0,,,4.0
o6788,1.5822636515077,,,3.0,,,,,,,,,,3.0,,,,,,,3.0,,,,,,3.0,,
o8906,3.4655495199909,,,,,,,,4.0,4.0,4.0,4.0,5.0,,,,,,4.0,,,,4.0,,,,,,4.0
o4872,1.9066616595081,,,,,,,3.0,,4.0,,4.0,,3.0,,4.0,,,,,,,,,,,4.0,,
o4110_x,4.3543841200646,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o5721,2.0508497948357,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,,3.0,,,,,3.0
o4067_x,2.2507680773672,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,
o8236_n,10.177089880002,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,3.0,3.0,4.0,4.0,,4.0,
o8911_b,1.9636564008136,,,,,,,,3.0,3.0,3.0,3.0,,,,,3.0,,,,,,,,,4.0,,,4.0
1.5.e-0120-020,1.4447483467458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o1504_b,3.0408792293316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6948_c,2.7499249092779,,,3.0,,,,,3.0,,,,3.0,,,,2.0,,3.0,,,,,,,,2.0,,
1.5.c-0005-080,2.0903767869714,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o6930,0.72198460562723,,,3.0,,,,,,3.0,,,,3.0,,,,,,,,,,3.0,,,,,4.0
1.5.b-0625-020,0.77565908220775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7704,1.7233032286422,,,,,,,,3.0,,,,2.0,,,,2.0,,,,,,,,,,3.0,,
o10508,1.6946415014267,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,,5.0,,5.0,,,,
o3746,1.1562215500602,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,
o10260,1.4591946924344,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o7836,0.67706291282351,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
o6849_x,4.5190564922647,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,4.0,,,,,,,,,4.0
